749105634.965474, 38
749105781.92982, 39
749105966.06799, 39
749106135.551138, 39
749106254.984323, 39
749106374.69424, 39
749106503.735438, 39
749106633.925966, 39
749106753.023431, 39
749106886.569642, 39
749107016.943793, 39
749107370.371459, 84
749107551.471035, 89
749107556.575656, 80
749107694.503282, 69
749107758.933632, 32
749107874.614412, 72
749107934.485265, 69
749108023.481278, 82
749108119.367265, 69
749390696.849541, 65
749390713.02387, 83
749390725.617342, 186
749390752.538052, 76
749390758.2739, 68
749390795.533385, 70
749390904.490817, 74
749390905.291892, 75
749391193.68803, 65
749391272.179964, 186
749391286.420839, 70
749391342.2759, 76
749391374.34463, 75
749391430.317836, 74
749391482.76793, 65
749391575.147762, 68
749391575.731029, 83
749391622.674506, 70
749391682.295572, 186
749391770.418606, 76
749391863.360627, 65
749391866.195473, 74
749391886.383412, 75
749391919.893249, 83
749391920.380124, 68
749391946.645184, 70
749393199.629331, 65
749393208.7444, 186
749393242.344138, 68
749393250.107862, 76
749393260.686363, 83
749393442.658411, 75
749393501.042731, 68
749393524.218575, 65
749393563.446372, 83
749393587.707997, 75
749393622.137785, 186
749393627.048489, 70
749393741.458936, 76
749393826.417704, 75
749393936.928426, 74
749394052.3554, 186
749394078.191763, 65
749394188.200068, 68
749394196.849864, 70
749394203.753748, 76
749394436.847826, 74
749394483.769265, 186
749539031.089499, 65
749539061.565637, 83
749539068.158566, 68
749539118.89485, 186
749539129.329356, 76
749539232.489623, 70
749539233.624752, 75
749539306.444071, 74
749539515.498421, 65
749539536.421174, 186
749539557.826831, 68
749539560.622967, 70
749539580.291002, 76
749539608.23218, 83
749539713.42017, 74
749539988.446641, 65
749540007.08065, 186
749540019.789345, 83
749540048.373692, 68
749540083.610545, 70
749540102.681985, 76
749540223.64271, 74
749541175.694547, 65
749541217.492471, 83
749541225.018131, 68
749541235.943299, 186
749541240.936501, 76
749541295.731542, 70
749541380.124553, 74
749541384.925573, 75
749668950.258963, 186
749668980.444229, 76
749669064.163392, 75
749669144.952336, 74
749669247.532709, 186
749669755.525216, 186
749669851.653135, 74
749670791.576593, 76
749670820.452173, 75
749670866.461226, 74
749671061.510544, 186
749671697.735689, 8
749671815.785445, 8
749671954.111659, 8
749672097.820124, 8
749672233.178159, 8
749675181.234698, 186
749675207.714714, 76
749675256.253062, 75
749675348.317464, 74
749675404.850299, 186
749675459.898628, 75
749675656.650287, 8
749675787.322891, 8
749675922.466758, 8
749676056.590808, 8
749676201.712345, 8
749676404.21233, 8
749779551.520404, 65
749779573.526286, 68
749779646.468059, 186
749779656.574586, 70
749779663.955397, 76
749779803.105191, 74
749779995.964472, 65
749780020.501794, 68
749780059.864065, 186
749780079.581076, 70
749780103.122995, 76
749780167.051669, 75
749780215.944739, 74
749780290.986542, 65
749780345.612363, 68
749780348.485648, 70
749780367.280089, 83
749780383.859813, 186
749780420.325593, 76
749780524.318313, 74
749780547.986346, 75
749780643.817984, 186
749780650.506346, 68
749780655.019644, 70
749780661.899569, 65
749780724.50675, 76
749780813.109657, 74
749780958.361562, 68
749780962.36649, 65
749780989.447153, 186
749781058.475471, 70
749781183.917806, 74
749781184.816266, 76
749854213.252362, 186
749854267.645193, 76
749854383.904297, 75
749854399.840199, 74
749854596.547236, 65
749854664.274779, 83
749854685.314666, 186
749854737.090442, 68
749854773.896912, 76
749854837.045332, 70
749854876.889502, 65
749854888.928787, 74
749854900.366603, 75
749854946.018265, 68
749854956.709781, 83
749854996.863061, 70
749858175.473359, 186
749858187.198935, 68
749858205.53533, 65
749858254.454147, 70
749858274.751607, 75
749858421.391671, 74
749858880.32441, 8
749859018.270756, 8
749859169.970278, 8
749859321.383905, 8
749859471.494933, 8
749859634.065333, 8
749972728.821451, 186
749972771.675785, 76
749972835.305479, 75
749972859.661601, 74
749973102.35856, 75
749973304.357274, 75
749973391.375074, 74
749973397.912433, 72
749973433.527695, 70
750065880.392194, 59
750065917.486205, 76
750066025.379914, 74
750066131.594807, 59
750066536.859312, 59
750066605.122361, 76
750066663.539684, 75
750066738.251283, 74
750066823.588539, 59
750066983.047114, 74
750067012.525266, 75
750067096.117067, 59
750067441.54252, 74
750067620.786687, 59
750067761.179494, 76
750068085.621296, 74
750068121.815567, 76
750273423.023565, 66
750273482.922271, 76
750273588.184501, 65
750273644.925788, 72
750273740.255541, 32
750275239.767672, 66
750275306.270015, 76
750275397.910661, 65
750275450.289643, 72
750275533.520912, 32
750275577.286608, 66
750275654.429537, 76
750275744.270405, 65
750275792.693778, 72
750275871.907738, 32
750275918.790325, 66
750276023.393765, 76
750276090.539665, 65
750276205.399192, 72
750276286.011389, 32
750276312.882548, 66
750276484.817169, 76
750276511.572172, 65
750276640.529617, 72
750277044.964607, 32
750277114.83673, 66
750277199.026786, 76
750277265.823764, 65
750277346.900252, 72
750278010.478466, 59
750278031.310726, 65
750278048.450454, 76
750278084.135583, 68
750278139.371524, 75
750278167.011814, 70
750278191.859716, 74
750278246.522397, 65
750278254.681479, 59
750278263.510782, 76
750278337.798166, 68
750278375.504872, 74
750278388.767914, 70
750278518.001964, 69
750278601.79595, 80
750278644.64604, 81
750278701.58765, 79
750278715.964792, 73
750279000.519127, 65
750279003.3866, 59
750279098.023422, 76
750279146.288898, 83
750279148.451678, 68
750279436.134378, 70
750279439.669966, 74
750279514.672975, 69
750279672.47557, 81
750279679.070711, 80
750279830.281504, 87
750279835.261145, 79
750279911.181662, 73
750279933.090878, 83
750279954.021606, 65
750279976.330147, 74
750280020.23632, 70
750280036.593267, 75
750280054.523662, 68
750280081.737876, 76
750280095.283867, 59
750280599.599619, 78
750281172.919829, 86
750281279.492557, 78
750281543.882929, 68
750281558.804169, 70
750281605.607573, 76
