424095435.202742, 16
424095721.377053, 80
424095903.959624, 65
424096007.318218, 82
424096099.51072, 84
424096179.656269, 73
424096300.292174, 67
424096358.963005, 80
424096579.065627, 8
424096701.768027, 8
424096847.610159, 8
424097449.110598, 73
424097559.328569, 67
424097651.514943, 73
424097734.118817, 80
424097801.149926, 65
424097893.866539, 78
424097975.454825, 84
424098063.705172, 32
424098170.999065, 50
424098239.497114, 48
424098460.477056, 222
424098528.29625, 83
424098608.770767, 32
424098694.068518, 65
424098762.005388, 78
424098862.668722, 83
424099093.510645, 87
424099433.330512, 87
424099475.594507, 69
424099538.448773, 82
424099643.666896, 83
424099727.587623, 190
424099887.207167, 190
424100015.64112, 190
424100172.083122, 32
424100263.730474, 76
424100364.709505, 69
424100425.363702, 84
424100566.487294, 32
424100935.253569, 8
424100997.125896, 83
424101059.412592, 32
424101147.980707, 83
424101253.511453, 69
424101404.148788, 69
424101504.607468, 32
424101595.862064, 72
424101643.94121, 79
424101686.162298, 87
424101748.120765, 32
424101828.711435, 87
424101887.199399, 69
424101952.004861, 76
424102079.45312, 76
424102119.44567, 32
424102203.106439, 84
424102278.688642, 72
424102290.023637, 73
424102365.615224, 83
424102451.117271, 32
424102545.742961, 87
424102585.432401, 79
424102691.732997, 82
424102762.265572, 75
424103146.878019, 83
424103318.41692, 188
424103391.730259, 32
424103507.264664, 72
424103654.616536, 85
424103795.681066, 72
424103863.721681, 16
424103940.897158, 191
424105642.362043, 13
424105757.070718, 13
424106493.279538, 16
424106626.681865, 72
424106776.062533, 79
424106821.238508, 80
424106915.888499, 69
424106963.430137, 70
424107006.163928, 85
424107221.086742, 76
424107375.661836, 76
424107439.823396, 89
424107498.340914, 32
424107586.996217, 84
424107637.053226, 72
424107685.389072, 73
424107752.715888, 83
424107796.336245, 32
424107963.257196, 87
424108006.828038, 79
424108091.410116, 82
424108168.165817, 75
424108252.055957, 83
424108301.029986, 32
424108401.345425, 87
424108452.308457, 69
424108519.733876, 76
424108635.408179, 76
424108819.853627, 190
424108926.835533, 32
424109053.165814, 16
424109157.27213, 73
424109291.330416, 84
424109364.318778, 32
424109440.801983, 72
424109497.263059, 65
424109541.844476, 83
424109614.773024, 32
424109725.493711, 65
424109812.657013, 76
424109919.837493, 77
424110005.757991, 79
424110156.99206, 83
424110206.830126, 84
424110273.365405, 32
424110380.071615, 66
424110548.024133, 69
424110687.146388, 69
424110762.542973, 78
424110811.0442, 32
424110872.251408, 51
424110925.363679, 48
424111014.379104, 32
424111222.915715, 83
424111275.304566, 69
424111494.927544, 67
424111550.237055, 79
424111600.59867, 78
424111668.219787, 68
424111726.806546, 83
424111822.190819, 190
424111974.251258, 190
424112102.899986, 190
424112213.030033, 32
424112250.684492, 87
424112320.372541, 65
424112372.677541, 73
424112434.438902, 84
424112523.745737, 73
424112604.227877, 78
424112723.556852, 71
424112743.26217, 32
424113098.277042, 70
424113202.657928, 79
424113289.459973, 82
424113341.401998, 32
424113408.785487, 65
424113468.278808, 78
424113530.077962, 79
424113584.836559, 84
424113645.297638, 72
424113751.71657, 69
424113802.021157, 32
424113821.860313, 82
424113870.38556, 80
424113987.846593, 82
424114061.612253, 79
424114108.964669, 77
424114215.202547, 80
424114418.712355, 8
424114548.620222, 8
424114681.10876, 8
424114818.195358, 8
424114952.813728, 8
424115098.119498, 8
424115232.466335, 8
424115402.272334, 82
424115496.301403, 32
424115593.90954, 80
424115662.306719, 82
424115728.102379, 79
424115820.461331, 77
424115896.000996, 80
424115984.155248, 84
424116125.891323, 13
424116260.503019, 13
424116411.37329, 16
424116512.666541, 73
424116654.236577, 32
424116661.545917, 87
424116705.799992, 79
424116731.899164, 78
424116792.369721, 68
424116958.352999, 69
424117015.188939, 82
424117070.055132, 32
424117146.511882, 87
424117291.666878, 72
424117434.067967, 89
424117481.047305, 32
424117545.602331, 84
424117626.776205, 72
424117641.253258, 73
424117717.295961, 83
424117764.165166, 32
424117860.477836, 73
424117971.286926, 83
424118101.973697, 32
424118177.338058, 84
424118227.688427, 65
