483492202.021146, 13
483492303.557247, 13
483492497.221901, 73
483492644.662845, 32
483492709.023254, 65
483492793.024954, 78
483492837.21389, 83
483493032.912193, 87
483493054.669661, 69
483493262.303597, 69
483493403.776389, 68
483493488.244369, 32
483493605.594275, 49
483500562.026351, 13
483500685.58697, 13
483500881.229368, 73
483501024.240888, 32
483501113.942335, 65
483501212.628728, 78
483501268.549956, 83
483501459.363658, 87
483501515.629548, 69
483501600.269911, 82
483501743.272264, 69
483501924.18468, 68
483502073.367763, 32
483502561.014866, 48
483502801.693046, 191
483502907.942226, 50
483510685.986883, 13
483510813.737258, 13
483511014.266317, 73
483511117.889441, 32
483511202.142164, 65
483511273.995412, 78
483511330.425527, 83
483511519.80565, 87
483511636.556619, 82
483512166.897201, 8
483512225.121797, 69
483512304.917571, 82
483512421.018711, 69
483512566.824659, 68
483512620.385779, 32
483512654.934288, 48
483512840.732588, 191
483512918.236359, 51
483545255.612646, 13
483545525.712943, 73
483545629.05176, 32
483545720.91466, 65
483545800.716047, 78
483545860.90375, 83
483546050.803387, 87
483546077.54949, 69
483546161.216756, 82
483546303.108508, 69
483546457.096325, 68
483546512.943774, 32
483546630.822851, 49
483546695.236101, 191
483546793.295834, 49
483552360.000263, 13
483552598.741163, 73
483552685.945227, 32
483552762.913617, 65
483552858.863722, 78
483552917.795384, 83
483553103.855969, 87
483553134.305604, 69
483553219.445873, 82
483553351.596699, 69
483553483.039429, 68
483553583.912264, 32
483553726.354526, 49
483553786.288429, 191
483553870.407097, 50
483562455.130519, 13
483562654.996401, 73
483562771.036657, 32
483562896.863785, 65
483562952.802673, 78
483563000.876501, 83
483563226.554642, 87
483563315.029873, 69
483563371.357622, 82
483563486.809479, 69
483563631.742617, 68
483563691.765474, 32
483563825.804036, 49
483563888.69289, 191
483564014.642503, 51
