186563633.684085, 13
186563813.247997, 84
186563858.934749, 72
186563934.75291, 73
186563992.491926, 83
186564062.086527, 32
186564129.238055, 73
186564192.292402, 83
186564259.758039, 32
186564337.471225, 84
186564376.145198, 72
186564502.37322, 32
186564512.946364, 69
186564606.548334, 83
186564665.431819, 69
186565026.484622, 8
186565164.197366, 8
186565292.515458, 8
186565597.310537, 8
186565726.301953, 69
186565800.755797, 32
186565879.085304, 83
186565947.666896, 69
186566145.702574, 67
186566176.090676, 79
186566215.461032, 78
186566345.412852, 68
186566414.712283, 32
186566565.788652, 81
186566641.883972, 85
186566829.707192, 69
186566907.470193, 83
186566992.700861, 84
186567015.570547, 73
186567047.451002, 79
186567093.986753, 78
186568577.236143, 8
186569258.486143, 40
186585422.914685, 84
186585500.236177, 72
186585573.028247, 73
186585643.173194, 83
186585690.376759, 32
186585781.705257, 73
186585834.049909, 83
186585934.513568, 32
186586029.962577, 84
186586085.086439, 72
186586185.50797, 69
186586254.348329, 32
186586351.369899, 84
186586414.686948, 72
186586473.167328, 73
186586530.82277, 82
186586694.432985, 68
186586787.74955, 32
186586931.979969, 81
186587010.797773, 85
186587172.325827, 69
186587209.079679, 83
186587301.737481, 84
186587316.783856, 73
186587357.06706, 79
186587401.760912, 78
186629561.300777, 84
186629648.131281, 72
186629740.568755, 73
186629836.891911, 83
186629927.824684, 32
186630030.67654, 73
186630096.237523, 83
186630196.63594, 32
186630285.925306, 84
186630336.89658, 72
186630465.012912, 69
186630519.445338, 32
186630605.822437, 70
186630685.766374, 79
186630724.54181, 85
186630817.557116, 82
186630954.748973, 84
186631006.844291, 72
186631059.228063, 32
186631146.307118, 81
186631225.15254, 85
186631344.323098, 69
186631396.833266, 83
186631625.969868, 84
186631691.298693, 73
186631712.116394, 79
186631781.234248, 78
186675016.285201, 16
186675144.569437, 84
186675284.146455, 72
186675344.176623, 73
186675432.271652, 83
186675513.470793, 32
186675570.478133, 73
186675645.17026, 83
186675807.706293, 32
186675917.415983, 84
186675990.421479, 72
186676087.60021, 69
186676151.628528, 32
186676333.726933, 70
186676432.396032, 73
186676664.559941, 70
186676873.123303, 84
186676951.444811, 72
186677021.780202, 32
186677141.297354, 81
186677225.867766, 85
186677368.869912, 69
186677440.73911, 83
186677652.04214, 84
186677704.496057, 73
186677739.191955, 79
186677792.8072, 78
187773899.47931, 70
187773959.405081, 73
187774067.896259, 82
187774167.251993, 83
187774218.932694, 84
187807454.367906, 83
187807512.937971, 69
187807635.160808, 67
187807713.087844, 79
187807772.515807, 78
187807825.293028, 68
187849813.618252, 84
187849900.068614, 72
187849984.780647, 73
187850092.742376, 82
187850283.602969, 68
187895324.671923, 70
187895424.688224, 79
187895467.974474, 85
187895535.070384, 82
187895707.051348, 84
187895775.42214, 72
187941213.252559, 70
187941294.271213, 73
187941433.570917, 70
187941657.642131, 84
187941717.116315, 72
189049207.032184, 83
189049729.955034, 83
189560134.263765, 186
189560174.656548, 76
189560962.245099, 186
189561031.970109, 75
189561044.416321, 74
189561282.964282, 74
189561308.264431, 72
189561372.483713, 71
189561485.345209, 74
189561592.476779, 71
189561703.943285, 73
189561860.249288, 73
189561911.886993, 79
189561927.017268, 85
189562015.338794, 72
